Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),세전계속사업이익률(%),영업수익(천원),영업비용(천원)
A247540,에코프로비엠,12,2011,Annual,,,,,,,,,
A247540,에코프로비엠,12,2012,Annual,,,,,,,,,
A247540,에코프로비엠,12,2013,Annual,,,,,,,,,
A247540,에코프로비엠,12,2014,Annual,,,,,,,,,
A247540,에코프로비엠,12,2015,Annual,,,,,,,,,
A247540,에코프로비엠,12,2016,Annual,6.87,17.90,9.40,,,,6.12,"99,849,156","90,466,200"
A247540,에코프로비엠,12,2017,Annual,5.23,15.41,7.69,287.65,196.46,195.61,5.25,"289,870,411","267,577,723"
A247540,에코프로비엠,12,2018,Annual,6.26,13.51,8.53,633.49,540.34,464.33,7.28,"589,185,698","538,902,105"
A247540,에코프로비엠,12,2019,Annual,5.60,11.86,6.02,402.95,308.01,374.73,4.60,"616,085,055","579,007,505"
A247540,에코프로비엠,12,2020,Annual,5.57,12.40,6.55,538.43,468.50,458.30,5.70,"855,210,355","799,225,424"
A247540,에코프로비엠,12,2021,Annual,7.18,13.15,8.56,"1,158.16","1,151.24",971.42,8.51,"1,486,137,573","1,358,871,842"
A247540,에코프로비엠,12,2022,Annual,5.13,11.15,7.69,869.63,692.99,580.31,6.13,"3,415,313,943","3,152,681,802"
A086520,에코프로,12,2011,Annual,0.90,14.92,5.28,76.52,6.16,13.00,0.43,"87,620,611","82,994,022"
A086520,에코프로,12,2012,Annual,0.80,16.97,7.01,87.14,8.51,9.99,0.68,"79,761,920","74,174,247"
A086520,에코프로,12,2013,Annual,-13.43,17.74,2.19,19.35,-83.91,-118.65,-9.50,"59,580,666","58,275,740"
A086520,에코프로,12,2014,Annual,1.80,22.42,8.67,102.97,6.26,21.34,0.53,"83,223,658","76,004,413"
A086520,에코프로,12,2015,Annual,0.18,16.88,5.42,75.03,-7.82,2.45,-0.56,"107,266,374","101,454,357"
A086520,에코프로,12,2016,Annual,12.45,18.00,0.99,7.51,106.92,94.76,14.05,"72,912,931","72,193,087"
A086520,에코프로,12,2017,Annual,12.21,22.01,1.20,4.49,62.12,45.65,16.62,"40,605,615","40,118,165"
A086520,에코프로,12,2018,Annual,74.21,28.61,13.03,97.99,588.25,558.27,78.20,"83,086,320","72,263,074"
A086520,에코프로,12,2019,Annual,93.66,32.23,7.35,62.12,747.13,791.72,88.39,"93,361,225","86,500,403"
A086520,에코프로,12,2020,Annual,224.86,100.00,-35.50,-22.47,51.81,142.29,81.88,"6,989,472","9,471,000"
A086520,에코프로,12,2021,Annual,"2,217.02",100.00,23.97,36.14,"-1,151.89","3,342.80",-763.96,"17,364,372","13,202,746"
A086520,에코프로,12,2022,Annual,-63.31,100.00,84.33,932.46,-743.22,-700.04,-67.22,"136,091,392","21,321,997"
A028300,HLB,12,2011,Annual,-7.59,20.08,3.23,6.70,-20.23,-15.73,-9.76,"18,856,657","18,247,057"
A028300,HLB,12,2012,Annual,-18.37,8.51,-9.18,-15.71,-31.43,-31.42,-18.37,"17,626,105","19,244,962"
A028300,HLB,12,2013,Annual,-41.60,8.13,-23.29,-39.37,-63.30,-70.32,-37.45,"19,971,392","24,623,426"
A028300,HLB,12,2014,Annual,-8.67,16.04,2.16,6.09,-13.43,-24.41,-4.77,"37,178,698","36,374,844"
A028300,HLB,12,2015,Annual,-19.13,15.66,-6.63,-16.35,-47.14,-47.14,-19.13,"38,451,533","41,002,127"
A028300,HLB,12,2016,Annual,-21.01,14.03,-15.42,-26.43,-36.01,-36.01,-21.01,"30,089,605","34,730,156"
A028300,HLB,12,2017,Annual,-61.36,9.47,-29.47,-37.50,-78.09,-78.09,-61.36,"22,994,053","29,769,573"
A028300,HLB,12,2018,Annual,153.62,19.49,6.07,8.76,221.77,221.77,153.62,"27,271,379","25,616,909"
A028300,HLB,12,2019,Annual,-104.88,10.31,-16.59,-24.12,-152.49,-152.49,-104.88,"29,775,778","34,715,219"
A028300,HLB,12,2020,Annual,-123.26,19.61,-20.33,-41.39,-250.99,-250.99,-123.26,"48,730,105","58,636,044"
A028300,HLB,12,2021,Annual,-150.48,25.21,-39.73,-36.22,-137.18,-137.18,-150.48,"36,375,293","50,827,589"
A028300,HLB,12,2022,Annual,5.86,37.16,21.58,68.14,36.76,18.51,11.65,"176,068,585","138,065,069"
A196170,알테오젠,12,2011,Annual,,,,,,,,,
A196170,알테오젠,12,2012,Annual,36.21,86.32,41.92,,,,36.57,"3,959,774","2,299,642"
A196170,알테오젠,12,2013,Annual,27.53,68.31,27.33,169.75,171.60,170.97,27.63,"5,527,341","4,016,598"
A196170,알테오젠,12,2014,Annual,11.99,54.05,8.90,29.69,31.61,40.01,9.48,"6,892,300","6,278,836"
A196170,알테오젠,12,2015,Annual,24.93,72.63,1.81,2.92,34.52,40.20,21.41,"4,628,878","4,545,047"
A196170,알테오젠,12,2016,Annual,-140.38,12.81,-230.64,-177.18,-145.41,-107.84,-189.30,"2,334,238","7,717,977"
A196170,알테오젠,12,2017,Annual,-316.38,11.86,-255.73,-133.94,-158.94,-165.70,-303.46,"2,469,485","8,784,598"
A196170,알테오젠,12,2018,Annual,-489.71,80.95,-542.45,-106.94,-81.13,-96.54,-411.55,"1,298,358","8,341,352"
A196170,알테오젠,12,2019,Annual,13.17,77.20,6.84,13.20,25.67,25.39,13.31,"13,322,561","12,410,981"
A196170,알테오젠,12,2020,Annual,-41.14,66.97,20.96,52.34,-97.88,-102.76,-39.19,"26,211,819","20,718,790"
A196170,알테오젠,12,2021,Annual,71.28,32.87,-59.90,-46.67,59.55,55.54,76.42,"13,853,563","22,152,125"
A196170,알테오젠,12,2022,Annual,24.17,37.22,-245.38,-89.97,8.86,8.86,24.17,"8,749,919","30,220,817"
A348370,엔켐,12,2011,Annual,,,,,,,,,
A348370,엔켐,12,2012,Annual,,,,,,,,,
A348370,엔켐,12,2013,Annual,-44.61,-14.13,-34.91,,,,-44.61,"2,048,729","2,763,934"
A348370,엔켐,12,2014,Annual,-11.69,2.53,-7.15,-26.89,-43.97,-43.97,-11.69,"4,981,346","5,337,576"
A348370,엔켐,12,2015,Annual,1.82,11.86,3.31,14.73,8.09,8.09,1.82,"6,616,003","6,396,950"
A348370,엔켐,12,2016,Annual,3.64,11.18,4.32,44.06,37.11,37.11,3.64,"20,695,242","19,801,707"
A348370,엔켐,12,2017,Annual,1.72,12.64,3.50,30.38,14.97,14.97,1.72,"22,095,964","21,322,837"
A348370,엔켐,12,2018,Annual,-5.40,15.83,7.32,N/A(IFRS),N/A(IFRS),N/A(IFRS),-5.63,"36,860,147","34,161,484"
A348370,엔켐,12,2019,Annual,-0.52,20.90,14.72,700.02,-26.40,-24.69,-0.56,"87,958,351","75,008,905"
A348370,엔켐,12,2020,Annual,-1.70,17.98,10.69,340.97,-48.76,-54.34,-1.53,"137,185,577","122,521,981"
A348370,엔켐,12,2021,Annual,-16.30,-10.64,-20.05,-418.40,-489.96,-340.22,-23.48,"141,102,798","169,395,694"
A348370,엔켐,12,2022,Annual,18.56,14.69,1.05,22.16,382.06,391.04,18.13,"163,340,507","161,622,594"
A058470,리노공업,12,2011,Annual,29.17,44.43,35.48,584.19,600.38,480.29,36.46,"66,049,988","42,617,393"
A058470,리노공업,12,2012,Annual,33.05,45.75,36.88,691.55,766.99,619.82,40.90,"75,222,218","47,482,984"
A058470,리노공업,12,2013,Annual,32.47,45.63,35.75,495.68,556.06,450.14,40.11,"80,639,505","51,810,015"
A058470,리노공업,12,2014,Annual,33.04,45.26,35.02,429.31,504.48,405.01,41.15,"93,421,913","60,703,598"
A058470,리노공업,12,2015,Annual,32.80,45.83,36.20,472.50,533.47,428.18,40.87,"99,475,355","63,465,424"
A058470,리노공업,12,2016,Annual,31.38,43.47,34.86,515.88,602.57,464.45,40.72,"112,788,734","73,472,514"
A058470,리노공업,12,2017,Annual,28.52,42.14,34.74,645.00,681.13,529.61,36.68,"141,510,913","92,353,913"
A058470,리노공업,12,2018,Annual,32.35,45.23,38.27,755.06,828.29,638.25,41.98,"150,354,373","92,810,004"
A058470,리노공업,12,2019,Annual,31.00,43.54,37.66,841.62,931.02,692.68,41.66,"170,307,405","106,165,775"
A058470,리노공업,12,2020,Annual,27.51,44.09,38.68,"1,021.91",965.10,726.64,36.53,"201,335,459","123,453,706"
A058470,리노공업,12,2021,Annual,37.05,46.84,41.80,"1,536.56","1,822.46","1,362.07",49.58,"280,166,833","163,062,480"
A058470,리노공업,12,2022,Annual,35.47,47.96,42.38,"1,792.83","2,021.67","1,500.60",47.79,"322,422,803","185,788,073"
A068760,셀트리온제약,12,2011,Annual,5.68,71.35,11.83,81.38,45.11,39.07,6.56,"42,273,147","37,271,727"
A068760,셀트리온제약,12,2012,Annual,8.80,69.84,11.37,76.94,50.37,59.58,7.44,"44,707,596","39,623,824"
A068760,셀트리온제약,12,2013,Annual,5.28,69.28,14.89,104.53,49.80,37.05,7.09,"50,083,248","42,626,325"
A068760,셀트리온제약,12,2014,Annual,9.69,66.12,13.54,105.26,75.62,75.35,9.73,"64,708,354","55,949,561"
A068760,셀트리온제약,12,2015,Annual,-20.05,65.88,-17.51,-127.87,-201.95,-146.46,-27.65,"72,578,429","85,284,616"
A068760,셀트리온제약,12,2016,Annual,-20.69,40.24,-14.68,-113.55,-178.01,-160.08,-23.01,"101,569,415","116,476,489"
A068760,셀트리온제약,12,2017,Annual,2.15,44.36,6.74,53.71,15.49,17.10,1.94,"129,529,518","120,801,956"
A068760,셀트리온제약,12,2018,Annual,-7.34,28.42,2.62,21.69,-42.22,-60.75,-5.10,"139,470,824","135,815,539"
A068760,셀트리온제약,12,2019,Annual,5.52,36.35,9.08,92.04,58.89,55.91,5.81,"172,682,727","157,000,685"
A068760,셀트리온제약,12,2020,Annual,8.97,31.32,10.12,135.22,115.18,119.83,8.62,"233,568,478","209,938,915"
A068760,셀트리온제약,12,2021,Annual,8.67,29.91,11.99,264.22,235.06,191.14,10.66,"398,738,209","350,940,317"
A068760,셀트리온제약,12,2022,Annual,6.72,29.21,9.89,205.62,164.13,139.85,7.89,"386,039,613","347,870,030"
A403870,HPSP,12,2011,Annual,,,,,,,,,
A403870,HPSP,12,2012,Annual,,,,,,,,,
A403870,HPSP,12,2013,Annual,,,,,,,,,
A403870,HPSP,12,2014,Annual,,,,,,,,,
A403870,HPSP,12,2015,Annual,,,,,,,,,
A403870,HPSP,12,2016,Annual,,,,,,,,,
A403870,HPSP,12,2017,Annual,36.43,65.45,48.43,,,,47.25,"28,203,402","14,544,837"
A403870,HPSP,12,2018,Annual,-108.62,26.01,-124.08,-144.75,-126.48,-126.71,-108.42,"2,362,335","5,293,565"
A403870,HPSP,12,2019,Annual,32.91,58.77,39.59,491.04,485.01,408.10,39.11,"25,114,953","15,171,296"
A403870,HPSP,12,2020,Annual,28.87,67.03,40.53,N/A(IFRS),N/A(IFRS),N/A(IFRS),38.35,"61,174,375","36,381,464"
A403870,HPSP,12,2021,Annual,38.52,67.17,49.28,867.30,895.47,677.99,50.88,"91,752,312","46,539,931"
A403870,HPSP,12,2022,Annual,41.43,69.10,53.46,920.82,939.57,713.58,54.54,"159,336,323","74,161,861"
A277810,레인보우로보틱스,12,2011,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2012,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2013,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2014,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2015,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2016,Annual,28.17,72.32,23.04,,,,28.40,"2,714,190","2,088,772"
A277810,레인보우로보틱스,12,2017,Annual,17.44,66.14,25.28,869.85,545.06,600.14,15.84,"4,103,518","3,066,009"
A277810,레인보우로보틱스,12,2018,Annual,-311.79,59.59,-312.98,-100.39,-100.01,-100.01,-311.79,"1,051,439","4,342,227"
A277810,레인보우로보틱스,12,2019,Annual,-324.51,54.22,-318.76,-84.01,-83.41,-85.53,-316.48,"1,693,984","7,093,699"
A277810,레인보우로보틱스,12,2020,Annual,-25.91,51.90,-24.79,-20.93,-21.88,-21.88,-25.91,"5,426,967","6,772,433"
A277810,레인보우로보틱스,12,2021,Annual,-87.44,50.46,-11.39,-13.91,-106.75,-106.75,-87.44,"8,969,575","9,991,321"
A277810,레인보우로보틱스,12,2022,Annual,42.42,52.27,9.62,15.71,36.80,69.22,22.55,"13,615,412","12,304,933"
A039030,이오테크닉스,12,2011,Annual,10.04,24.41,8.93,215.71,253.57,242.57,10.50,"147,759,408","134,562,373"
A039030,이오테크닉스,12,2012,Annual,12.95,27.20,15.54,519.02,500.96,432.70,15.00,"204,437,928","172,672,228"
A039030,이오테크닉스,12,2013,Annual,12.65,26.95,16.67,592.77,594.30,449.95,16.71,"217,645,552","181,366,080"
A039030,이오테크닉스,12,2014,Annual,16.12,28.78,18.89,842.07,860.65,718.94,19.30,"273,216,067","221,615,699"
A039030,이오테크닉스,12,2015,Annual,9.88,18.91,9.43,359.24,456.04,376.31,11.97,"233,716,182","211,675,665"
A039030,이오테크닉스,12,2016,Annual,2.47,15.42,6.74,313.05,96.74,114.66,2.08,"285,077,306","265,862,837"
A039030,이오테크닉스,12,2017,Annual,4.88,20.57,13.42,822.32,342.66,299.08,5.59,"376,174,750","325,681,732"
A039030,이오테크닉스,12,2018,Annual,2.02,14.74,2.67,118.00,131.75,89.21,2.98,"271,472,082","264,226,746"
A039030,이오테크닉스,12,2019,Annual,4.03,20.66,4.58,134.21,153.27,117.97,5.24,"180,044,582","171,790,743"
A039030,이오테크닉스,12,2020,Annual,10.09,22.41,13.48,669.80,623.58,501.38,12.55,"306,018,089","264,759,734"
A039030,이오테크닉스,12,2021,Annual,18.44,30.21,18.77,"1,086.14","1,365.35","1,067.00",23.60,"356,417,614","289,513,602"
A039030,이오테크닉스,12,2022,Annual,18.64,30.62,20.67,"1,372.71","1,606.45","1,238.31",24.19,"409,143,031","324,586,880"
A214150,클래시스,12,2011,Annual,,,,,,,,,
A214150,클래시스,12,2012,Annual,-1.41,58.25,-1.37,,,,-1.41,"7,535,093","7,638,088"
A214150,클래시스,12,2013,Annual,,,,,,,,,
A214150,클래시스,12,2014,Annual,,,,,,,,,
A214150,클래시스,12,2015,Annual,31.27,75.29,26.52,,,,36.34,"14,996,489","11,019,917"
A214150,클래시스,12,2016,Annual,25.96,68.25,30.34,295.32,313.48,252.69,32.20,"27,243,309","18,978,324"
A214150,클래시스,12,2017,Annual,-14.85,68.99,31.15,186.86,-54.74,-89.12,-9.12,"34,629,233","23,843,004"
A214150,클래시스,12,2018,Annual,31.67,73.15,37.21,285.33,290.44,242.82,37.88,"46,944,935","29,476,345"
A214150,클래시스,12,2019,Annual,41.60,78.62,51.96,658.86,659.27,527.53,51.99,"80,095,778","38,476,565"
A214150,클래시스,12,2020,Annual,50.16,79.59,53.34,627.00,606.61,589.59,51.61,"75,857,104","35,392,265"
A214150,클래시스,12,2021,Annual,43.65,77.37,51.53,799.04,859.47,676.84,55.43,"100,343,763","48,635,349"
A214150,클래시스,12,2022,Annual,53.27,76.24,48.66,"1,063.06","1,493.68","1,163.62",68.37,"141,442,784","72,612,758"
A145020,휴젤,12,2011,Annual,52.32,77.77,65.34,870.03,843.58,696.62,63.36,"12,789,795","4,432,605"
A145020,휴젤,12,2012,Annual,41.95,68.61,54.82,829.82,833.99,634.98,55.10,"15,675,431","7,082,080"
A145020,휴젤,12,2013,Annual,30.96,67.80,46.80,785.60,651.16,519.65,38.79,"18,558,281","9,872,914"
A145020,휴젤,12,2014,Annual,46.23,76.86,54.61,"1,141.74","1,117.74",966.70,53.46,"23,268,542","10,562,533"
A145020,휴젤,12,2015,Annual,-93.67,76.09,44.66,771.55,"-1,429.26","-1,618.25",-82.73,"23,859,148","13,203,307"
A145020,휴젤,12,2016,Annual,40.23,79.14,54.60,"1,726.18","1,604.86","1,271.89",50.76,"51,911,755","23,567,395"
A145020,휴젤,12,2017,Annual,55.77,82.01,65.43,"3,253.18","3,373.28","2,772.78",67.85,"94,364,854","32,621,348"
A145020,휴젤,12,2018,Annual,37.23,64.52,24.44,"1,822.41","3,615.56","2,776.15",48.49,"161,552,140","122,070,136"
A145020,휴젤,12,2019,Annual,18.97,61.42,23.56,"1,907.75","2,022.64","1,535.64",24.98,"177,690,744","135,825,245"
A145020,휴젤,12,2020,Annual,14.51,61.55,26.84,"1,147.43",934.41,620.35,21.85,"183,751,299","134,440,854"
A145020,휴젤,12,2021,Annual,23.04,67.59,33.96,"1,006.32",886.23,682.63,29.91,"187,842,523","124,052,879"
A145020,휴젤,12,2022,Annual,12.53,70.55,31.45,"1,115.04",617.24,444.15,17.41,"223,135,012","152,968,498"
A065350,신성델타테크,12,2011,Annual,-2.01,9.95,3.02,59.86,38.02,-39.70,1.92,"158,362,083","153,573,170"
A065350,신성델타테크,12,2012,Annual,3.68,13.99,5.36,73.77,71.39,50.73,5.18,"137,704,747","130,327,898"
A065350,신성델타테크,12,2013,Annual,5.54,14.34,4.32,57.80,93.22,74.14,6.97,"133,825,533","128,045,939"
A065350,신성델타테크,12,2014,Annual,2.39,13.12,2.60,34.54,40.53,31.72,3.05,"132,740,416","129,286,269"
A065350,신성델타테크,12,2015,Annual,4.43,13.81,4.38,63.64,80.16,64.25,5.52,"146,444,010","140,025,022"
A065350,신성델타테크,12,2016,Annual,0.98,14.76,3.91,57.42,22.22,14.37,1.51,"150,030,274","144,158,349"
A065350,신성델타테크,12,2017,Annual,1.48,16.25,6.25,102.79,47.88,24.37,2.91,"175,199,580","164,241,284"
A065350,신성델타테크,12,2018,Annual,4.17,13.53,2.32,31.44,58.33,56.45,4.31,"149,578,246","146,106,074"
A065350,신성델타테크,12,2019,Annual,5.63,11.75,0.67,7.57,63.49,63.18,5.66,"129,776,686","128,900,851"
A065350,신성델타테크,12,2020,Annual,6.98,12.64,0.51,5.19,69.79,70.38,6.92,"130,275,196","129,604,730"
A065350,신성델타테크,12,2021,Annual,15.83,10.84,-0.18,-2.12,189.49,183.31,16.36,"159,123,625","159,414,405"
A065350,신성델타테크,12,2022,Annual,10.29,12.83,0.39,4.16,112.37,108.40,10.67,"144,765,414","144,194,025"
A000250,삼천당제약,12,2011,Annual,7.30,53.10,9.67,74.99,74.52,56.64,9.61,"77,565,622","70,066,896"
A000250,삼천당제약,12,2012,Annual,1.75,49.67,7.77,59.59,60.26,13.40,7.86,"76,650,143","70,690,700"
A000250,삼천당제약,12,2013,Annual,7.67,51.74,11.32,91.03,82.74,61.64,10.29,"80,391,265","71,288,423"
A000250,삼천당제약,12,2014,Annual,8.98,50.57,11.22,100.05,106.94,80.05,11.99,"91,518,179","81,250,084"
A000250,삼천당제약,12,2015,Annual,8.41,49.06,10.61,100.90,103.33,79.93,10.87,"100,514,070","89,846,081"
A000250,삼천당제약,12,2016,Annual,4.55,48.65,11.86,122.36,110.37,46.91,10.70,"111,520,809","98,294,887"
A000250,삼천당제약,12,2017,Annual,6.75,47.46,9.28,100.87,104.19,73.38,9.58,"119,897,117","108,774,777"
A000250,삼천당제약,12,2018,Annual,4.54,46.47,4.15,45.79,37.28,50.03,3.38,"121,919,884","116,858,539"
A000250,삼천당제약,12,2019,Annual,3.78,52.89,6.91,86.69,28.43,47.49,2.26,"138,758,402","129,176,800"
A000250,삼천당제약,12,2020,Annual,-4.97,47.40,-8.10,-85.51,-7.96,-52.44,-0.75,"118,445,264","128,038,332"
A000250,삼천당제약,12,2021,Annual,-15.41,41.66,-20.68,-219.57,-249.51,-163.63,-23.50,"120,866,914","145,862,728"
A000250,삼천당제약,12,2022,Annual,4.65,45.47,6.21,69.99,34.30,52.36,3.05,"128,224,115","120,256,934"
A357780,솔브레인,12,2011,Annual,,,,,,,,,
A357780,솔브레인,12,2012,Annual,,,,,,,,,
A357780,솔브레인,12,2013,Annual,,,,,,,,,
A357780,솔브레인,12,2014,Annual,,,,,,,,,
A357780,솔브레인,12,2015,Annual,,,,,,,,,
A357780,솔브레인,12,2016,Annual,,,,,,,,,
A357780,솔브레인,12,2017,Annual,,,,,,,,,
A357780,솔브레인,12,2018,Annual,,,,,,,,,
A357780,솔브레인,12,2019,Annual,,,,,,,,,
A357780,솔브레인,12,2020,Annual,13.31,27.81,21.33,,,,17.71,"453,415,196","356,708,868"
A357780,솔브레인,12,2021,Annual,14.25,23.59,17.28,"4,356.54","4,790.67","3,593.46",19.00,"980,599,404","811,161,135"
A357780,솔브레인,12,2022,Annual,14.16,24.67,17.02,"4,583.10","4,985.74","3,813.10",18.51,"1,047,568,422","869,318,662"
A035900,JYP Ent.,6,2011,Annual,2.51,19.78,4.50,N/A(IFRS),N/A(IFRS),N/A(IFRS),2.51,"10,237,110","9,776,032"
A035900,JYP Ent.,12,2012,Annual,-63.43,21.45,-27.77,-30.84,-70.44,-70.44,-63.43,"13,209,075","16,877,348"
A035900,JYP Ent.,12,2013,Annual,-24.52,35.63,-11.25,-13.71,-29.87,-29.87,-24.52,"17,807,586","19,811,075"
A035900,JYP Ent.,12,2014,Annual,15.03,33.81,15.10,39.31,38.96,39.15,14.96,"44,326,282","37,634,520"
A035900,JYP Ent.,12,2015,Annual,6.85,27.60,8.17,23.38,21.80,19.59,7.62,"48,689,501","44,709,629"
A035900,JYP Ent.,12,2016,Annual,10.02,32.85,16.35,66.78,62.74,40.93,15.36,"69,510,893","58,143,660"
A035900,JYP Ent.,12,2017,Annual,16.82,36.13,18.49,104.24,118.37,94.83,21.00,"96,761,010","78,866,606"
A035900,JYP Ent.,12,2018,Annual,18.85,41.55,21.52,144.56,154.14,126.60,22.95,"118,167,060","92,736,171"
A035900,JYP Ent.,12,2019,Annual,19.20,45.55,27.13,219.09,210.72,155.06,26.09,"144,613,992","105,380,840"
A035900,JYP Ent.,12,2020,Annual,19.18,48.86,28.75,208.30,173.55,138.98,23.95,"130,009,012","92,634,709"
A035900,JYP Ent.,12,2021,Annual,25.10,48.54,25.67,236.38,300.51,231.17,32.63,"165,230,962","122,815,350"
A035900,JYP Ent.,12,2022,Annual,18.85,41.50,26.74,434.39,415.76,306.22,25.59,"291,490,221","213,545,731"
A005290,동진쎄미켐,12,2011,Annual,-1.26,10.39,1.29,27.16,-30.06,-26.45,-1.43,"441,224,831","435,515,330"
A005290,동진쎄미켐,12,2012,Annual,2.48,13.25,4.84,121.30,72.73,62.29,2.90,"527,305,208","501,809,620"
A005290,동진쎄미켐,12,2013,Annual,3.10,14.25,5.38,141.20,90.76,81.36,3.46,"551,737,988","522,059,292"
A005290,동진쎄미켐,12,2014,Annual,1.82,13.76,4.64,123.19,62.06,48.37,2.34,"558,433,460","532,540,495"
A005290,동진쎄미켐,12,2015,Annual,2.13,15.60,5.99,158.59,70.08,56.26,2.65,"587,393,292","552,187,119"
A005290,동진쎄미켐,12,2016,Annual,2.90,12.96,3.44,93.75,93.08,79.04,3.41,"642,548,080","620,472,843"
A005290,동진쎄미켐,12,2017,Annual,5.99,17.66,8.45,215.92,195.72,153.05,7.66,"631,272,541","577,915,347"
A005290,동진쎄미켐,12,2018,Annual,6.26,17.81,8.10,199.24,196.22,153.92,7.98,"632,154,575","580,935,292"
A005290,동진쎄미켐,12,2019,Annual,6.86,20.51,11.48,291.45,272.04,174.09,10.72,"652,641,480","577,717,784"
A005290,동진쎄미켐,12,2020,Annual,9.44,22.56,12.35,326.68,340.15,249.82,12.86,"679,978,836","595,997,304"
A005290,동진쎄미켐,12,2021,Annual,9.87,20.64,11.52,355.74,392.38,304.89,12.71,"793,730,799","702,278,763"
A005290,동진쎄미켐,12,2022,Annual,13.59,23.92,17.12,699.59,751.42,555.11,18.39,"1,050,272,303","870,427,096"
A041510,에스엠,12,2011,Annual,15.00,33.53,18.65,249.21,250.10,200.42,18.71,"109,936,174","89,435,368"
A041510,에스엠,12,2012,Annual,22.06,40.70,28.37,517.02,514.24,401.94,28.22,"168,560,156","120,738,924"
A041510,에스엠,12,2013,Annual,10.69,37.12,21.06,336.80,323.96,171.04,20.25,"164,258,711","129,673,335"
A041510,에스엠,12,2014,Annual,1.11,33.94,13.91,228.34,229.50,18.27,13.98,"169,480,324","145,905,889"
A041510,에스엠,12,2015,Annual,2.31,35.11,11.89,224.13,104.70,43.61,5.55,"195,445,281","172,207,896"
A041510,에스엠,12,2016,Annual,2.62,32.86,7.98,151.48,163.07,49.73,8.59,"202,127,701","186,003,356"
A041510,에스엠,12,2017,Annual,8.64,38.60,11.85,235.40,310.57,171.66,15.63,"216,128,551","190,521,657"
A041510,에스엠,12,2018,Annual,4.40,38.83,14.86,373.90,263.39,110.67,10.47,"281,638,319","239,777,243"
A041510,에스엠,12,2019,Annual,4.01,36.39,12.09,319.97,271.07,106.08,10.24,"307,504,375","270,328,709"
A041510,에스엠,12,2020,Annual,-9.93,38.50,11.97,308.94,20.50,-256.24,0.79,"302,601,884","266,379,449"
A041510,에스엠,12,2021,Annual,14.62,41.16,17.76,627.81,807.77,516.71,22.85,"417,155,191","343,076,270"
A041510,에스엠,12,2022,Annual,13.38,40.51,19.38,837.58,860.84,578.30,19.92,"513,778,736","414,210,899"
A263750,펄어비스,12,2011,Annual,,,,,,,,,
A263750,펄어비스,12,2012,Annual,,,,,,,,,
A263750,펄어비스,12,2013,Annual,,,,,,,,,
A263750,펄어비스,12,2014,Annual,,,,,,,,,
A263750,펄어비스,12,2015,Annual,47.12,100.00,55.22,,,,52.21,"21,703,130","9,718,755"
A263750,펄어비스,6,2016,Annual,72.50,100.00,83.47,"7,817.33","7,894.03","6,789.70",84.29,"33,690,170","5,568,710"
A263750,펄어비스,6,2017,Annual,58.67,100.00,67.84,"1,915.60","1,875.57","1,656.82",66.42,"77,696,625","24,990,321"
A263750,펄어비스,12,2018,Annual,42.17,100.00,45.18,"2,649.39","2,931.33","2,472.84",49.98,"366,665,453","201,016,961"
A263750,펄어비스,12,2019,Annual,30.89,100.00,35.05,"2,460.11","2,540.77","2,168.11",36.20,"455,670,772","295,972,910"
A263750,펄어비스,12,2020,Annual,27.17,100.00,41.38,"2,561.88","2,352.07","1,682.24",37.99,"404,023,719","236,842,909"
A263750,펄어비스,12,2021,Annual,21.07,100.00,13.50,545.41,"1,057.12",851.48,26.16,"265,964,847","230,070,956"
A263750,펄어비스,12,2022,Annual,0.63,100.00,12.18,494.04,-194.42,25.39,-4.79,"268,716,789","236,000,485"
A240810,원익IPS,12,2011,Annual,,,,,,,,,
A240810,원익IPS,12,2012,Annual,,,,,,,,,
A240810,원익IPS,12,2013,Annual,,,,,,,,,
A240810,원익IPS,12,2014,Annual,,,,,,,,,
A240810,원익IPS,12,2015,Annual,,,,,,,,,
A240810,원익IPS,12,2016,Annual,9.25,38.12,11.78,,,,11.45,"244,089,918","215,326,349"
A240810,원익IPS,12,2017,Annual,15.11,39.82,19.37,592.10,601.88,461.81,19.69,"630,801,620","508,610,999"
A240810,원익IPS,12,2018,Annual,13.31,39.69,16.23,510.53,529.66,418.72,16.84,"649,002,716","543,645,248"
A240810,원익IPS,12,2019,Annual,6.38,41.67,6.06,179.30,190.66,188.92,6.44,"668,654,506","628,152,254"
A240810,원익IPS,12,2020,Annual,8.97,42.74,12.87,572.02,517.25,398.84,11.64,"1,090,819,431","950,433,667"
A240810,원익IPS,12,2021,Annual,11.51,38.28,13.25,665.35,754.93,578.16,15.03,"1,232,346,329","1,069,055,423"
A240810,원익IPS,12,2022,Annual,8.96,40.75,9.59,395.26,485.41,369.13,11.78,"1,011,455,312","914,451,616"
A095340,ISC,12,2011,Annual,19.62,58.38,35.44,391.80,351.22,216.93,31.77,"42,513,336","27,448,536"
A095340,ISC,12,2012,Annual,27.31,55.79,35.26,473.97,465.79,367.06,34.65,"51,682,877","33,458,852"
