Symbol,Name,결산월,회계년,주기,총자산회전율(회),매출채권회전율,매출액(천원),매출채권(천원),재고자산회전율,매출액(천원),재고자산(천원),총부채회전율(회),총자본회전율(회),자본금회전율(회),총자산(천원),매출원가(천원)
A417500,제이아이테크,12,2020,Annual,0.91,,"19,893,358","2,594,065",,"19,893,358","857,178",1.81,1.83,39.79,"23,964,449","12,886,004"
A417500,제이아이테크,12,2021,Annual,0.69,,"20,497,336","3,106,995",,"20,497,336","6,236,528",1.78,1.14,36.20,"35,164,387","12,582,907"
A417500,제이아이테크,12,2022,Annual,1.14,,"68,290,729","5,564,463",,"68,290,729","18,044,436",3.95,1.61,94.06,"84,457,115","54,628,412"
A036190,금화피에스시,12,2011,Annual,0.94,,"82,738,193","9,022,093",,"82,738,193",0,4.69,1.17,27.58,"94,174,014","62,321,930"
A036190,금화피에스시,12,2012,Annual,1.10,,"108,224,285","7,919,732",,"108,224,285",0,7.06,1.30,36.07,"102,986,357","82,245,906"
A036190,금화피에스시,12,2013,Annual,1.32,,"156,630,832","25,548,854",,"156,630,832",0,9.00,1.54,52.21,"135,180,701","124,205,065"
A036190,금화피에스시,12,2014,Annual,1.19,,"166,948,026","32,813,600",,"166,948,026",0,8.05,1.39,55.65,"146,360,964","137,263,298"
A036190,금화피에스시,12,2015,Annual,1.23,,"196,919,865","42,568,992",,"196,919,865",0,7.53,1.46,65.64,"175,086,217","163,287,720"
A036190,금화피에스시,12,2016,Annual,1.08,,"201,547,339","41,002,540",,"201,547,339",0,5.73,1.33,67.18,"197,557,790","165,892,111"
A036190,금화피에스시,12,2017,Annual,0.85,,"174,993,150","10,387,715",,"174,993,150",0,4.52,1.04,58.33,"215,183,898","135,491,991"
A036190,금화피에스시,12,2018,Annual,0.88,,"202,098,199","19,585,043",,"202,098,199",0,5.70,1.05,67.37,"242,310,750","155,053,912"
A036190,금화피에스시,12,2019,Annual,0.72,,"179,177,462","19,981,034",,"179,177,462",0,6.14,0.82,59.73,"255,149,491","141,596,399"
A036190,금화피에스시,12,2020,Annual,0.79,,"205,790,146","12,096,259",,"205,790,146",0,7.68,0.89,68.60,"263,069,400","173,021,817"
A036190,금화피에스시,12,2021,Annual,0.77,,"205,982,209","15,762,954",,"205,982,209",0,8.46,0.84,68.66,"275,117,294","175,798,398"
A036190,금화피에스시,12,2022,Annual,0.72,,"221,256,412","9,694,956",,"221,256,412",0,4.91,0.84,73.75,"342,876,234","188,323,903"
A121440,골프존뉴딘홀딩스,12,2011,Annual,0.76,,"209,788,389","9,494,934",,"209,788,389","5,109,784",8.90,0.83,37.19,"373,246,120","101,810,790"
A121440,골프존뉴딘홀딩스,12,2012,Annual,0.62,,"276,341,690","10,601,563",,"276,341,690","16,416,317",4.36,0.73,45.00,"512,614,848","119,729,808"
A121440,골프존뉴딘홀딩스,12,2013,Annual,0.62,,"340,005,073","13,110,914",,"340,005,073","31,018,699",2.58,0.81,27.68,"589,946,855","153,062,630"
A121440,골프존뉴딘홀딩스,12,2014,Annual,0.16,,"96,042,978","12,431,102",,"96,042,978","29,629,196",0.70,0.21,5.21,"586,599,347","79,863,206"
A121440,골프존뉴딘홀딩스,12,2015,Annual,0.05,,"29,977,313","1,298,258",,"29,977,313",0,0.41,0.06,1.50,"585,663,015","7,714,195"
A121440,골프존뉴딘홀딩스,12,2016,Annual,0.05,,"27,652,102","2,023,700",,"27,652,102",0,0.62,0.05,1.29,"561,892,958","512,580"
A121440,골프존뉴딘홀딩스,12,2017,Annual,0.07,,"36,757,306","1,608,849",,"36,757,306",0,0.66,0.07,1.72,"557,339,681","681,186"
A121440,골프존뉴딘홀딩스,12,2018,Annual,0.07,,"40,526,650","2,366,372",,"40,526,650",0,0.60,0.08,1.89,"563,387,103","24,426,296"
A121440,골프존뉴딘홀딩스,12,2019,Annual,0.05,,"26,897,482","1,586,094",,"26,897,482",0,0.32,0.06,1.26,"537,526,345","25,361,094"
A121440,골프존뉴딘홀딩스,12,2020,Annual,0.10,,"57,481,004","2,286,686",,"57,481,004","147,854",0.62,0.13,2.68,"562,128,924","4,108,743"
A121440,골프존뉴딘홀딩스,12,2021,Annual,0.13,,"80,139,752","2,777,064",,"80,139,752","131,172",0.81,0.15,3.74,"702,771,959","2,131,782"
A121440,골프존뉴딘홀딩스,12,2022,Annual,0.14,,"101,003,788","3,077,500",,"101,003,788","5,043",0.96,0.16,4.72,"786,859,121","3,329,779"
A040910,아이씨디,9,2011,Annual,N/A(IFRS),,"143,149,138","36,933,125",,"143,149,138","29,250,005",N/A(IFRS),N/A(IFRS),N/A(IFRS),"144,807,008","95,870,068"
A040910,아이씨디,9,2012,Annual,0.62,,"81,236,542","37,449,912",,"81,236,542","11,792,778",2.17,0.87,13.96,"117,738,562","61,535,440"
A040910,아이씨디,9,2013,Annual,0.67,,"81,040,019","26,780,563",,"81,040,019","5,686,730",4.16,0.80,10.28,"124,274,686","61,545,003"
A040910,아이씨디,9,2014,Annual,0.06,,"7,560,535","2,011,321",,"7,560,535","9,359,115",0.41,0.08,0.93,"111,902,828","6,643,061"
A040910,아이씨디,9,2015,Annual,0.22,,"23,887,023","8,538,157",,"23,887,023","16,014,354",1.25,0.26,2.90,"108,292,148","19,713,273"
A040910,아이씨디,12,2016,Annual,1.28,,"230,909,154","36,317,567",,"230,909,154","15,129,226",2.94,2.27,28.07,"241,210,734","200,348,303"
A040910,아이씨디,12,2017,Annual,1.31,,"311,847,748",0,,"311,847,748","14,331,248",2.70,2.53,37.69,"236,209,262","256,088,392"
A040910,아이씨디,12,2018,Annual,1.10,,"232,668,163","34,328,855",,"232,668,163","32,998,602",2.94,1.76,27.87,"186,850,780","175,890,495"
A040910,아이씨디,12,2019,Annual,0.58,,"110,553,213","20,658,529",,"110,553,213","56,133,159",2.09,0.80,12.91,"194,048,979","81,491,589"
A040910,아이씨디,12,2020,Annual,1.42,,"293,846,913","33,752,000",,"293,846,913","17,809,652",6.04,1.85,33.14,"220,385,327","218,417,515"
A040910,아이씨디,12,2021,Annual,0.46,,"102,514,250","12,003,118",,"102,514,250","31,888,164",1.88,0.62,11.39,"220,672,547","83,920,151"
A040910,아이씨디,12,2022,Annual,0.65,,"133,286,403","7,942,339",,"133,286,403","25,342,359",2.53,0.88,14.76,"186,693,112","124,208,509"
A311320,지오엘리먼트,12,2011,Annual,,,,,,,,,,,,
A311320,지오엘리먼트,12,2012,Annual,,,"3,620,624","382,258",,"3,620,624","566,644",,,,"10,645,841","2,278,008"
A311320,지오엘리먼트,12,2013,Annual,0.32,,"3,354,519","860,552",,"3,354,519","746,810",8.91,0.33,25.26,"10,347,858","2,212,751"
A311320,지오엘리먼트,12,2014,Annual,0.63,,"6,717,892","1,345,461",,"6,717,892","865,628",13.52,0.66,7.23,"10,988,180","4,666,872"
A311320,지오엘리먼트,12,2015,Annual,,,,,,,,,,,,
A311320,지오엘리먼트,12,2016,Annual,,,"8,444,652","2,659,312",,"8,444,652","1,586,189",,,,"13,550,243","5,172,722"
A311320,지오엘리먼트,12,2017,Annual,0.80,,"11,856,110","2,211,392",,"11,856,110","1,616,419",9.78,0.87,6.87,"16,074,776","6,785,379"
A311320,지오엘리먼트,12,2018,Annual,0.75,,"13,204,336","1,050,099",,"13,204,336","1,739,863",9.47,0.81,6.56,"19,181,898","7,002,444"
A311320,지오엘리먼트,12,2019,Annual,0.47,,"9,537,626","1,740,854",,"9,537,626","1,995,371",5.20,0.52,4.15,"21,055,442","4,874,077"
A311320,지오엘리먼트,12,2020,Annual,N/A(IFRS),,"13,179,767","2,036,735",,"13,179,767","2,545,517",N/A(IFRS),N/A(IFRS),N/A(IFRS),"24,633,104","7,144,935"
A311320,지오엘리먼트,12,2021,Annual,0.61,,"21,701,626","3,125,948",,"21,701,626","4,230,194",5.36,0.69,8.04,"46,563,730","11,717,383"
A311320,지오엘리먼트,12,2022,Annual,0.57,,"28,636,134","3,220,790",,"28,636,134","8,595,051",6.33,0.63,9.16,"53,110,560","16,491,077"
A073010,케이에스피,12,2011,Annual,0.75,,"60,100,197","13,376,041",,"60,100,197","21,837,761",4.69,0.89,12.73,"86,595,920","49,290,592"
A073010,케이에스피,12,2012,Annual,0.59,,"50,060,174","10,109,595",,"50,060,174","26,556,229",3.21,0.72,10.60,"84,401,756","46,248,215"
A073010,케이에스피,12,2013,Annual,0.45,,"38,018,375","11,199,890",,"38,018,375","24,939,412",2.40,0.55,8.05,"86,163,231","34,817,992"
A073010,케이에스피,12,2014,Annual,0.37,,"36,900,928","9,739,412",,"36,900,928","23,761,902",1.26,0.53,7.81,"112,241,429","35,283,486"
A073010,케이에스피,12,2015,Annual,0.36,,"40,286,747","9,319,379",,"40,286,747","20,076,977",0.92,0.59,8.53,"111,206,909","39,647,184"
A073010,케이에스피,12,2016,Annual,0.31,,"26,193,103","2,875,615",,"26,193,103","13,482,257",0.57,0.68,5.55,"57,516,617","31,057,642"
A073010,케이에스피,12,2017,Annual,0.34,,"17,799,376","2,876,767",,"17,799,376","11,217,875",0.41,1.98,4.19,"46,288,402","19,706,458"
A073010,케이에스피,12,2018,Annual,0.39,,"16,783,298","2,646,196",,"16,783,298","9,474,691",0.58,1.14,1.54,"40,606,904","17,786,885"
A073010,케이에스피,12,2019,Annual,0.69,,"29,381,172","4,909,359",,"29,381,172","10,986,773",1.44,1.34,1.62,"44,248,244","25,810,673"
A073010,케이에스피,12,2020,Annual,0.87,,"39,437,590","6,058,212",,"39,437,590","7,965,742",1.78,1.69,2.18,"46,847,055","35,307,996"
A073010,케이에스피,12,2021,Annual,0.91,,"43,826,656","6,586,483",,"43,826,656","9,630,131",1.90,1.75,2.42,"49,457,793","39,637,087"
A073010,케이에스피,12,2022,Annual,1.16,,"63,668,532","9,520,640",,"63,668,532","16,690,159",2.57,2.11,3.52,"60,397,879","57,411,528"
A234340,헥토파이낸셜,12,2011,Annual,0.61,,"9,208,638","784,225",,"9,208,638",0,7.54,0.66,9.21,"16,100,798",0
A234340,헥토파이낸셜,12,2012,Annual,0.60,,"11,146,684","992,122",,"11,146,684",0,4.19,0.70,11.15,"20,878,317",0
A234340,헥토파이낸셜,12,2013,Annual,N/A(IFRS),,"13,978,748","1,349,268",,"13,978,748",0,N/A(IFRS),N/A(IFRS),N/A(IFRS),"27,217,717",0
A234340,헥토파이낸셜,12,2014,Annual,0.55,,"17,201,674","1,619,709",,"17,201,674",0,1.57,0.84,11.47,"35,716,165",0
A234340,헥토파이낸셜,12,2015,Annual,0.54,,"21,872,674","1,839,871",,"21,872,674",0,1.31,0.93,10.94,"45,040,904",0
A234340,헥토파이낸셜,12,2016,Annual,0.53,,"26,181,285","2,181,847",,"26,181,285",0,1.22,0.94,13.09,"53,476,145",0
A234340,헥토파이낸셜,12,2017,Annual,0.51,,"39,337,503","3,328,023",,"39,337,503",0,0.94,1.12,19.26,"100,328,474",0
A234340,헥토파이낸셜,12,2018,Annual,0.53,,"57,164,228","3,673,318",,"57,164,228",0,0.96,1.20,18.28,"113,931,476",0
A234340,헥토파이낸셜,12,2019,Annual,0.46,,"65,559,474","3,480,498",,"65,559,474",0,1.12,0.79,14.89,"169,235,827",0
A234340,헥토파이낸셜,12,2020,Annual,0.42,,"77,148,393","3,576,263",,"77,148,393",0,1.07,0.68,16.65,"200,729,750",0
A234340,헥토파이낸셜,12,2021,Annual,0.44,,"104,368,309","4,936,728",,"104,368,309",0,0.92,0.85,22.30,"272,289,271",0
A234340,헥토파이낸셜,12,2022,Annual,0.41,,"121,638,498","4,817,904",,"121,638,498","22,125",0.74,0.91,25.74,"323,610,218",0
A064820,케이프,12,2011,Annual,0.23,,"36,596,504","8,601,986",,"36,596,504","8,287,696",0.60,0.37,8.13,"169,831,871","25,438,345"
A064820,케이프,12,2012,Annual,0.14,,"25,543,690","3,653,423",,"25,543,690","8,044,868",0.34,0.25,5.68,"183,488,983","18,341,834"
A064820,케이프,12,2013,Annual,0.09,,"17,497,020","3,078,389",,"17,497,020","8,109,376",0.20,0.18,3.89,"189,387,581","15,389,211"
A064820,케이프,12,2014,Annual,0.12,,"21,522,026","2,821,721",,"21,522,026","6,845,498",0.26,0.23,3.15,"161,354,622","19,409,806"
A064820,케이프,12,2015,Annual,0.12,,"18,685,951","3,018,784",,"18,685,951","8,739,924",0.28,0.21,2.03,"154,786,607","16,441,746"
A064820,케이프,12,2016,Annual,0.12,,"22,656,003","4,485,993",,"22,656,003","7,997,334",0.29,0.21,2.45,"214,856,780","18,675,408"
A064820,케이프,12,2017,Annual,0.10,,"22,104,069","4,583,022",,"22,104,069","9,458,052",0.26,0.17,2.13,"211,073,594","17,569,493"
A064820,케이프,12,2018,Annual,0.13,,"28,790,269","6,669,864",,"28,790,269","10,090,642",0.37,0.21,2.38,"220,344,632","23,360,500"
A064820,케이프,12,2019,Annual,0.18,,"39,001,401","6,403,926",,"39,001,401","12,524,214",0.53,0.26,3.01,"223,469,194","29,391,616"
A064820,케이프,12,2020,Annual,0.20,,"44,900,573","9,145,304",,"44,900,573","12,528,502",0.68,0.28,3.16,"235,017,807","34,453,736"
A064820,케이프,12,2021,Annual,0.18,,"46,994,472","8,925,205",,"46,994,472","16,937,569",0.67,0.25,3.06,"278,058,650","37,638,321"
A064820,케이프,12,2022,Annual,0.21,,"58,981,036","10,022,359",,"58,981,036","18,997,001",0.69,0.30,3.82,"284,865,700","44,680,194"
A226330,신테카바이오,12,2011,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2012,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2013,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2014,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2015,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2016,Annual,,,,,,,,,,,,
A226330,신테카바이오,12,2017,Annual,,,"43,485",0,,"43,485",0,,,,"2,503,169",0
A226330,신테카바이오,12,2018,Annual,0.04,,"286,582","52,473",,"286,582",0,0.04,완전잠식,0.15,"12,107,766",0
A226330,신테카바이오,12,2019,Annual,0.02,,"461,374","28,281",,"461,374",0,0.08,0.02,0.11,"47,946,292",0
A226330,신테카바이오,12,2020,Annual,0.01,,"609,677","22,619",,"609,677",0,0.24,0.01,0.09,"44,777,916",0
A226330,신테카바이오,12,2021,Annual,0.01,,"316,659","55,039",,"316,659",0,0.01,0.01,0.05,"67,651,593",0
A226330,신테카바이오,12,2022,Annual,0.00,,"243,992","1,071",,"243,992",0,0.01,0.01,0.04,"56,452,697",0
A262260,에이프로,12,2011,Annual,,,,,,,,,,,,
A262260,에이프로,12,2012,Annual,,,,,,,,,,,,
A262260,에이프로,12,2013,Annual,,,,,,,,,,,,
A262260,에이프로,12,2014,Annual,,,,,,,,,,,,
A262260,에이프로,12,2015,Annual,,,"3,866,965","1,838,227",,"3,866,965","638,299",,,,"7,815,644","3,301,944"
A262260,에이프로,12,2016,Annual,1.58,,"12,809,802","2,047,103",,"12,809,802","1,718,702",2.21,5.58,8.61,"8,380,777","9,540,181"
A262260,에이프로,12,2017,Annual,N/A(IFRS),,"22,296,562","5,838,863",,"22,296,562","1,981,615",N/A(IFRS),N/A(IFRS),N/A(IFRS),"17,255,729","20,416,261"
A262260,에이프로,12,2018,Annual,2.27,,"60,639,318","8,737,535",,"60,639,318","1,752,610",2.20,완전잠식,45.20,"36,243,950","48,215,323"
A262260,에이프로,12,2019,Annual,1.57,,"67,358,476","12,086,162",,"67,358,476","2,873,443",2.36,4.66,32.84,"49,662,220","48,264,876"
A262260,에이프로,12,2020,Annual,0.79,,"48,648,936","2,619,708",,"48,648,936","1,845,487",2.22,1.22,16.47,"74,127,023","37,438,927"
A262260,에이프로,12,2021,Annual,0.68,,"58,836,120","21,476,585",,"58,836,120","8,008,810",2.19,0.99,16.87,"98,680,911","52,757,572"
A262260,에이프로,12,2022,Annual,0.65,,"78,468,035","13,507,282",,"78,468,035","30,393,014",1.35,1.26,14.59,"142,881,448","66,297,710"
A091440,한울소재과학,12,2011,Annual,0.73,,"26,495,411","12,384,314",,"26,495,411","10,338,814",1.99,1.16,10.16,"39,394,328","17,724,799"
A091440,한울소재과학,12,2012,Annual,0.70,,"26,986,073","7,649,613",,"26,986,073","10,676,077",1.75,1.16,7.76,"37,986,110","18,383,519"
A091440,한울소재과학,12,2013,Annual,0.70,,"28,038,005","14,070,727",,"28,038,005","11,094,648",1.74,1.18,8.06,"41,630,714","18,776,339"
A091440,한울소재과학,12,2014,Annual,1.00,,"43,608,157","15,832,293",,"43,608,157","17,504,268",2.35,1.75,12.54,"45,368,972","29,201,845"
A091440,한울소재과학,12,2015,Annual,0.79,,"37,423,910","20,687,421",,"37,423,910","16,902,197",1.82,1.41,10.76,"49,062,366","25,383,034"
A091440,한울소재과학,12,2016,Annual,0.89,,"43,098,885","15,082,469",,"43,098,885","17,407,597",1.91,1.67,12.39,"47,782,072","33,011,035"
A091440,한울소재과학,12,2017,Annual,0.69,,"32,656,208","13,584,571",,"32,656,208","18,981,361",1.42,1.32,9.39,"47,471,762","21,902,696"
A091440,한울소재과학,12,2018,Annual,0.58,,"26,571,807","8,815,477",,"26,571,807","17,592,555",1.20,1.12,6.62,"44,398,026","26,003,217"
A091440,한울소재과학,12,2019,Annual,0.70,,"32,548,572","15,163,270",,"32,548,572","19,141,674",1.42,1.37,7.16,"48,812,086","20,143,231"
A091440,한울소재과학,12,2020,Annual,0.65,,"33,671,976","7,554,146",,"33,671,976","15,716,801",1.14,1.53,7.37,"54,185,321","27,375,827"
A091440,한울소재과학,12,2021,Annual,0.65,,"30,265,910","11,435,229",,"30,265,910","11,293,177",1.00,1.83,6.60,"39,212,927","22,537,993"
A091440,한울소재과학,12,2022,Annual,0.56,,"19,878,281","3,621,763",,"19,878,281","11,730,964",0.86,1.58,4.10,"31,994,529","15,243,210"
A025950,동신건설,12,2011,Annual,0.60,,"46,159,327","3,018,446",,"46,159,327","8,240,175",2.68,0.77,10.99,"80,525,325","38,213,895"
A025950,동신건설,12,2012,Annual,0.51,,"42,051,436","2,160,197",,"42,051,436","21,469,590",2.02,0.68,10.01,"83,865,787","36,778,428"
A025950,동신건설,12,2013,Annual,1.04,,"87,161,631","1,893,608",,"87,161,631","339,369",4.73,1.33,20.75,"84,448,390","74,073,682"
A025950,동신건설,12,2014,Annual,0.60,,"50,483,624","1,894,185",,"50,483,624","3,167,115",3.51,0.73,12.02,"83,187,551","44,816,390"
A025950,동신건설,12,2015,Annual,0.80,,"69,842,400","3,833,881",,"69,842,400","5,170,793",4.39,0.98,16.63,"90,520,363","64,098,375"
A025950,동신건설,12,2016,Annual,0.69,,"65,096,067","3,570,860",,"65,096,067","16,464,899",3.35,0.87,15.50,"97,919,884","57,039,893"
A025950,동신건설,12,2017,Annual,0.53,,"52,599,292","2,131,779",,"52,599,292","26,606,800",3.09,0.64,12.52,"100,504,004","37,716,446"
A025950,동신건설,12,2018,Annual,0.27,,"27,086,796","914,812",,"27,086,796","25,876,722",2.18,0.31,6.45,"98,782,903","20,613,879"
A025950,동신건설,12,2019,Annual,0.24,,"24,021,434","482,775",,"24,021,434","25,737,599",1.83,0.28,5.72,"102,032,096","20,337,501"
A025950,동신건설,12,2020,Annual,0.33,,"35,499,043","1,549,242",,"35,499,043","251,572",1.74,0.41,8.45,"111,448,832","30,334,380"
A025950,동신건설,12,2021,Annual,0.52,,"57,432,514","4,424,631",,"57,432,514",0,2.27,0.68,13.67,"108,665,698","50,035,586"
A025950,동신건설,12,2022,Annual,0.45,,"50,301,559","2,188,490",,"50,301,559",0,2.09,0.58,11.98,"113,286,671","45,095,555"
A357230,에이치피오,12,2011,Annual,,,,,,,,,,,,
A357230,에이치피오,12,2012,Annual,,,,,,,,,,,,
A357230,에이치피오,12,2013,Annual,,,,,,,,,,,,
A357230,에이치피오,12,2014,Annual,,,"37,938,332","894,480",,"37,938,332","492,847",,,,"13,451,678","9,919,445"
A357230,에이치피오,12,2015,Annual,2.72,,"37,739,502","998,237",,"37,739,502","987,965",11.80,3.54,"3,773.95","14,266,307","10,144,589"
A357230,에이치피오,12,2016,Annual,1.54,,"23,562,818","1,546,046",,"23,562,818","1,199,767",6.61,2.01,"2,356.28","16,281,489","6,678,818"
A357230,에이치피오,12,2017,Annual,1.33,,"28,252,874","1,166,450",,"28,252,874","1,470,473",5.69,1.73,"2,747.53","26,359,724","7,670,937"
A357230,에이치피오,12,2018,Annual,1.30,,"38,190,574","1,795,804",,"38,190,574","1,235,238",6.09,1.65,"3,614.48","32,600,499","11,489,337"
A357230,에이치피오,12,2019,Annual,N/A(IFRS),,"49,258,887","3,846,687",,"49,258,887","2,648,291",N/A(IFRS),N/A(IFRS),N/A(IFRS),"50,101,110","13,307,723"
A357230,에이치피오,12,2020,Annual,1.68,,"103,795,726","3,475,974",,"103,795,726","4,405,170",7.70,2.15,24.47,"73,621,263","28,855,692"
A357230,에이치피오,12,2021,Annual,1.01,,"112,244,241","3,650,649",,"112,244,241","5,348,381",9.05,1.14,12.17,"148,311,856","32,040,322"
A357230,에이치피오,12,2022,Annual,0.78,,"113,504,989","4,864,092",,"113,504,989","10,074,273",10.29,0.84,11.39,"142,462,108","33,784,435"
A389500,에스비비테크,12,2011,Annual,0.73,,"9,529,356","883,463",,"9,529,356","2,380,326",1.32,1.63,9.53,"12,922,176","7,404,692"
A389500,에스비비테크,12,2012,Annual,0.65,,"8,331,819","1,283,080",,"8,331,819","2,680,449",1.23,1.36,8.33,"12,890,685","6,470,673"
A389500,에스비비테크,12,2013,Annual,0.69,,"9,101,205","1,114,312",,"9,101,205","3,303,752",1.32,1.46,9.10,"13,350,810","7,257,189"
A389500,에스비비테크,12,2014,Annual,0.52,,"7,254,973","1,251,377",,"7,254,973","3,541,010",0.95,1.14,7.25,"14,615,220","5,755,587"
A389500,에스비비테크,12,2015,Annual,0.48,,"7,266,223","1,580,274",,"7,266,223","4,033,975",0.86,1.10,6.80,"15,569,395","5,288,207"
A389500,에스비비테크,12,2016,Annual,0.51,,"8,240,100","2,027,110",,"8,240,100","4,044,200",0.94,1.11,7.25,"16,847,204","6,063,021"
A389500,에스비비테크,12,2017,Annual,N/A(IFRS),,"9,014,421","1,746,903",,"9,014,421","4,637,860",N/A(IFRS),N/A(IFRS),N/A(IFRS),"20,953,040","6,727,609"
A389500,에스비비테크,12,2018,Annual,0.40,,"9,218,357","1,280,513",,"9,218,357","1,879,152",0.64,1.08,8.12,"24,717,222","7,598,064"
A389500,에스비비테크,12,2019,Annual,0.27,,"6,019,507","839,643",,"6,019,507","1,592,986",0.31,2.31,5.30,"19,486,814","5,904,213"
A389500,에스비비테크,12,2020,Annual,0.38,,"6,606,806","1,125,857",,"6,606,806","1,020,853",0.41,6.64,4.63,"14,990,522","5,526,067"
A389500,에스비비테크,12,2021,Annual,0.42,,"6,779,379","905,939",,"6,779,379","1,791,413",0.56,1.62,3.34,"17,631,330","5,613,625"
A389500,에스비비테크,12,2022,Annual,0.31,,"7,469,840","949,231",,"7,469,840","2,467,220",0.76,0.52,2.75,"30,753,092","5,497,725"
A044340,위닉스,12,2011,Annual,1.40,,"133,555,245","16,956,031",,"133,555,245","23,122,756",3.62,2.29,20.78,"94,177,723","122,787,660"
A044340,위닉스,12,2012,Annual,1.58,,"140,197,773","14,507,388",,"140,197,773","13,853,322",4.50,2.44,21.81,"82,966,271","125,676,464"
A044340,위닉스,12,2013,Annual,1.91,,"200,737,272","27,092,884",,"200,737,272","33,387,984",5.08,3.06,31.23,"127,369,412","164,937,912"
A044340,위닉스,12,2014,Annual,1.05,,"201,926,671","22,373,872",,"201,926,671","98,295,308",2.09,2.13,27.65,"255,601,480","156,364,997"
A044340,위닉스,12,2015,Annual,0.62,,"145,777,457","17,938,140",,"145,777,457","67,068,686",1.16,1.32,17.82,"216,037,112","118,250,114"
A044340,위닉스,12,2016,Annual,0.82,,"165,009,066","26,659,649",,"165,009,066","43,064,250",1.59,1.69,20.17,"186,455,556","130,564,743"
A044340,위닉스,12,2017,Annual,1.12,,"208,197,354","31,418,362",,"208,197,354","34,852,701",2.29,2.21,25.45,"184,465,889","155,542,633"
A044340,위닉스,12,2018,Annual,1.46,,"281,970,691","34,867,733",,"281,970,691","37,849,400",3.36,2.59,32.95,"201,032,938","203,393,508"
A044340,위닉스,12,2019,Annual,1.46,,"332,959,915","44,390,860",,"332,959,915","40,834,773",3.59,2.46,37.26,"255,551,136","221,845,254"
A044340,위닉스,12,2020,Annual,1.29,,"362,817,545","79,022,016",,"362,817,545","28,292,917",3.29,2.13,40.60,"305,070,414","254,054,653"
A044340,위닉스,12,2021,Annual,1.01,,"315,872,478","84,879,839",,"315,872,478","31,184,758",2.45,1.72,35.35,"319,935,262","238,163,712"
A044340,위닉스,12,2022,Annual,0.61,,"187,707,298","73,950,432",,"187,707,298","25,905,617",1.44,1.05,21.00,"299,318,036","155,877,850"
A086820,바이오솔루션,12,2011,Annual,,,,,,,,,,,,
A086820,바이오솔루션,12,2012,Annual,,,"4,417,003","2,481,676",,"4,417,003","24,636",,,,"5,194,668","797,985"
A086820,바이오솔루션,12,2013,Annual,N/A(IFRS),,"4,607,821","2,669,146",,"4,607,821","82,446",N/A(IFRS),N/A(IFRS),N/A(IFRS),"6,261,406","1,209,655"
A086820,바이오솔루션,12,2014,Annual,0.40,,"2,961,275","2,622,251",,"2,961,275","144,466",0.75,0.85,1.17,"8,643,990","1,386,443"
A086820,바이오솔루션,12,2015,Annual,0.24,,"2,170,119","1,996,158",,"2,170,119","354,852",0.49,0.45,0.78,"9,799,851","1,288,018"
A086820,바이오솔루션,12,2016,Annual,0.34,,"3,203,776","2,134,553",,"3,203,776","549,874",1.26,0.47,1.05,"8,820,620","1,902,108"
A086820,바이오솔루션,12,2017,Annual,0.62,,"5,010,775","1,286,431",,"5,010,775","615,998",1.77,0.95,1.64,"7,377,803","2,471,122"
A086820,바이오솔루션,12,2018,Annual,0.35,,"10,525,412","2,740,203",,"10,525,412","692,973",3.11,0.39,3.01,"52,865,195","3,512,213"
A086820,바이오솔루션,12,2019,Annual,0.17,,"8,882,482","3,415,908",,"8,882,482","529,814",2.36,0.18,2.24,"51,807,476","2,980,946"
A086820,바이오솔루션,12,2020,Annual,0.15,,"7,744,193","2,726,223",,"7,744,193","1,328,130",2.26,0.16,1.92,"49,798,246","3,443,894"
A086820,바이오솔루션,12,2021,Annual,0.16,,"11,802,259","2,158,677",,"11,802,259","1,202,775",0.45,0.26,2.91,"94,403,952","4,194,080"
A086820,바이오솔루션,12,2022,Annual,0.11,,"10,101,643","3,523,335",,"10,101,643","1,466,168",0.21,0.23,2.49,"91,730,551","4,174,292"
A049720,고려신용정보,12,2011,Annual,4.41,,"80,609,515","3,425,509",,"80,609,515",0,12.02,6.96,11.27,"19,006,602",0
A049720,고려신용정보,12,2012,Annual,4.38,,"82,050,410","3,737,093",,"82,050,410",0,12.78,6.66,11.48,"18,490,040",0
A049720,고려신용정보,12,2013,Annual,4.02,,"79,191,124","3,490,748",,"79,191,124",0,10.94,6.36,11.08,"20,877,923",0
A049720,고려신용정보,12,2014,Annual,3.63,,"80,535,701","3,950,439",,"80,535,701",0,8.57,6.29,11.26,"23,511,755",0
A049720,고려신용정보,12,2015,Annual,3.39,,"82,347,863","4,121,572",,"82,347,863",0,8.08,5.84,11.52,"25,076,210",0
A049720,고려신용정보,12,2016,Annual,3.23,,"84,869,062","4,292,817",,"84,869,062",0,8.18,5.34,11.87,"27,431,309",0
A049720,고려신용정보,12,2017,Annual,3.22,,"87,786,993","4,266,191",,"87,786,993",0,8.49,5.18,12.28,"27,167,648",0
A049720,고려신용정보,12,2018,Annual,3.44,,"103,511,313","4,929,985",,"103,511,313",0,8.74,5.68,14.48,"32,970,957",0
