Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),영업이익(천원),이자비용(천원),현금및현금성자산구성비율(%),유동자산(천원),유동부채(천원),당좌자산(천원)
A080420,모다이노칩,12,2021,Annual,58.65,1.13,45.75,60.41,152.59,"30,151,834","12,236,074",4.78,"232,024,855","305,363,117","113,054,104"
A080420,모다이노칩,12,2022,Annual,51.82,0.97,46.51,62.45,166.34,"23,150,740","15,139,340",5.43,"253,312,787","371,935,331","137,970,520"
A453860,에이에스텍,12,2011,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2012,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2013,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2014,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2015,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2016,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2017,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2018,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2019,Annual,,,,,,,,,,,
A453860,에이에스텍,12,2020,Annual,45.24,0.66,18.00,91.46,"1,071.29","345,480",0,15.69,"8,621,473","3,708,675","5,097,996"
A453860,에이에스텍,12,2021,Annual,66.80,0.38,14.86,93.83,"1,520.60","745,826","683,417",3.25,"9,420,661","11,869,861","7,077,817"
A453860,에이에스텍,12,2022,Annual,55.27,0.05,9.17,89.00,809.47,"4,516,450","1,239,558",0.59,"14,046,133","20,821,833","9,665,188"
A365590,하이딥,12,2011,Annual,,,,,,,,,,,
A365590,하이딥,12,2012,Annual,,,,,,,,,,,
A365590,하이딥,12,2013,Annual,,,,,,,,,,,
A365590,하이딥,12,2014,Annual,0.87,0.79,"1,054.88",5.47,5.79,"-3,911,533",0,27.40,"16,313,134","1,001,046","15,417,375"
A365590,하이딥,12,2015,Annual,1.07,0.98,146.06,20.57,25.89,"-4,127,496",0,18.95,"13,717,615","3,501,685","7,386,156"
A365590,하이딥,12,2016,Annual,1.17,1.47,48.19,6.41,6.85,"-1,969,870",0,50.24,"23,167,702","1,728,802","18,629,472"
A365590,하이딥,12,2017,Annual,1.00,4.89,315.93,3.08,3.18,"-6,732,572",0,17.30,"14,640,735","585,113","10,687,771"
A365590,하이딥,12,2018,Annual,0.76,10.15,763.80,2.33,2.39,"-5,634,897",0,22.38,"9,301,572","302,636","5,652,673"
A365590,하이딥,12,2019,Annual,0.78,20.01,"2,344.00",33.46,50.28,"-6,556,241",0,11.56,"2,699,367","2,929,174","1,263,283"
A365590,하이딥,12,2020,Annual,4.99,30.28,355.15,90.26,926.43,"-5,558,339","124,245",1.64,"2,340,285","7,210,115","1,251,281"
A365590,하이딥,12,2021,Annual,1.35,19.23,64.83,44.00,78.58,"-3,762,469","205,037",7.15,"9,844,758","6,210,203","6,754,024"
A365590,하이딥,12,2022,Annual,3.84,7.51,46.80,52.27,109.51,"-2,271,589","520,871",52.26,"32,254,857","6,318,238","24,155,265"
A040300,YTN,12,2011,Annual,29.48,5.28,6.15,48.89,95.66,"18,399,535","5,806,816",1.82,"48,581,918","89,694,568","48,551,418"
A040300,YTN,12,2012,Annual,32.24,5.01,6.20,49.04,96.25,"11,953,712","4,358,256",1.72,"45,323,696","88,238,297","45,247,864"
A040300,YTN,12,2013,Annual,43.05,4.18,6.60,56.13,127.94,"3,342,749","4,029,921",1.16,"45,678,748","186,298,468","45,118,796"
A040300,YTN,12,2014,Annual,22.13,5.31,10.13,45.12,82.21,"-26,066,918","8,028,123",16.32,"110,112,495","64,501,412","109,846,627"
A040300,YTN,12,2015,Annual,26.53,6.57,6.62,41.47,70.84,"-5,462,736","2,396,643",3.85,"46,575,752","27,254,953","46,137,276"
A040300,YTN,12,2016,Annual,21.34,6.18,7.92,41.01,69.52,"1,287,065","1,976,125",4.77,"55,281,272","69,829,672","54,823,541"
A040300,YTN,12,2017,Annual,21.79,6.22,5.23,36.28,56.93,"2,158,001","1,927,929",3.45,"50,996,633","43,807,659","50,558,234"
A040300,YTN,12,2018,Annual,21.40,6.34,5.64,34.22,52.01,"862,143","657,179",1.64,"41,909,768","27,360,185","41,530,633"
A040300,YTN,12,2019,Annual,17.88,6.96,5.56,34.29,52.18,"491,889","396,161",3.56,"53,940,468","18,936,739","53,184,450"
A040300,YTN,12,2020,Annual,16.65,6.56,5.35,35.65,55.39,"2,671,990","240,082",6.28,"72,494,060","22,878,621","72,158,104"
A040300,YTN,12,2021,Annual,13.07,5.34,6.13,34.27,52.13,"3,368,005","213,715",18.60,"177,461,705","41,109,123","177,064,242"
A040300,YTN,12,2022,Annual,12.97,5.50,5.56,29.11,41.06,"5,310,356","220,681",3.59,"173,858,659","26,645,349","173,530,875"
A136540,윈스,12,2011,Annual,19.98,1.47,30.48,15.08,17.76,"7,963,169","190,071",5.43,"33,476,914","6,942,562","29,916,747"
A136540,윈스,12,2012,Annual,21.42,0.96,25.75,18.62,22.88,"16,202,429",0,9.18,"46,457,520","12,075,929","41,500,005"
A136540,윈스,12,2013,Annual,15.79,1.24,24.81,19.69,24.52,"12,431,366",0,6.80,"58,548,397","16,549,939","52,223,589"
A136540,윈스,12,2014,Annual,14.49,0.88,28.93,21.64,27.61,"6,268,706",0,7.59,"67,268,359","20,192,902","60,886,672"
A136540,윈스,12,2015,Annual,12.70,0.61,29.67,21.24,26.97,"8,017,668","37,584",3.99,"71,926,715","21,640,894","60,952,624"
A136540,윈스,12,2016,Annual,9.42,0.59,26.62,31.70,46.40,"8,455,188","411,105",6.30,"98,331,171","18,180,009","89,002,126"
A136540,윈스,12,2017,Annual,30.40,2.87,31.59,29.50,41.85,"7,460,711","1,010,299",7.92,"73,686,301","16,873,835","65,733,582"
A136540,윈스,12,2018,Annual,17.38,3.15,34.08,32.21,47.50,"10,922,393","1,389,017",6.22,"75,165,794","15,715,576","64,535,428"
A136540,윈스,12,2019,Annual,17.43,2.80,29.96,30.69,44.29,"15,393,560","1,325,065",14.86,"82,023,163","49,460,802","72,278,143"
A136540,윈스,12,2020,Annual,14.64,1.99,26.82,26.22,35.53,"18,725,372","996,200",22.56,"97,354,176","43,479,378","89,688,391"
A136540,윈스,12,2021,Annual,13.17,2.05,26.83,13.83,16.05,"20,967,768","1,071,543",12.99,"119,829,588","24,501,523","112,055,732"
A136540,윈스,12,2022,Annual,12.92,1.54,28.10,14.18,16.52,"21,978,672","199,735",7.81,"140,451,888","26,049,626","130,531,342"
A356680,엑스게이트,12,2011,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2012,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2013,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2014,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2015,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2016,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2017,Annual,,,,,,,,,,,
A356680,엑스게이트,12,2018,Annual,7.37,2.00,54.60,35.84,55.85,"631,624","47,139",7.44,"10,445,657","3,396,023","8,487,072"
A356680,엑스게이트,12,2019,Annual,10.45,1.24,50.12,41.16,69.95,"1,868,008","70,098",2.70,"13,748,959","6,129,805","11,177,904"
A356680,엑스게이트,12,2020,Annual,13.06,1.08,46.95,37.42,59.80,"2,704,359","71,067",22.99,"16,199,433","5,609,925","13,231,447"
A356680,엑스게이트,12,2021,Annual,9.19,0.71,48.04,44.92,81.54,"3,880,194","85,552",24.50,"26,655,311","12,330,385","17,901,494"
A356680,엑스게이트,12,2022,Annual,11.84,0.84,48.80,34.96,53.76,"5,417,930","133,540",23.89,"29,174,944","10,475,983","20,551,184"
A125210,아모그린텍,12,2011,Annual,38.28,32.69,18.52,73.44,276.58,"1,705,349",0,2.60,"7,910,299","14,402,082","6,212,668"
A125210,아모그린텍,12,2012,Annual,32.27,39.77,20.85,57.41,134.80,"1,370,833",0,9.07,"10,447,523","17,722,157","8,210,168"
A125210,아모그린텍,12,2013,Annual,35.20,23.29,23.46,67.56,208.25,"1,134,602",0,19.75,"16,692,583","23,282,416","13,906,702"
A125210,아모그린텍,12,2014,Annual,31.20,18.64,22.54,75.18,302.87,"2,195,969","47,892",11.60,"27,151,279","36,905,980","17,515,860"
A125210,아모그린텍,12,2015,Annual,29.62,15.52,16.47,75.70,311.52,"3,447,515","102,972",9.38,"33,069,910","39,980,183","22,270,826"
A125210,아모그린텍,12,2016,Annual,30.82,15.79,19.12,109.24,완전잠식,"-2,489,306","1,569,662",12.06,"33,880,545","47,391,450","24,199,181"
A125210,아모그린텍,12,2017,Annual,31.02,4.63,13.46,91.30,"1,049.86","1,707,737","1,318,948",11.83,"41,877,341","51,380,020","32,809,881"
A125210,아모그린텍,12,2018,Annual,38.99,5.25,18.59,96.96,"3,185.53","-3,131,303","1,243,392",4.72,"29,703,019","42,387,795","20,126,546"
A125210,아모그린텍,12,2019,Annual,34.43,5.71,18.27,56.96,132.35,"2,612,745","1,068,398",5.77,"49,534,397","37,332,143","33,113,973"
A125210,아모그린텍,12,2020,Annual,29.91,6.24,16.16,62.65,167.76,"1,580,586","989,745",15.40,"64,175,236","48,405,044","49,094,050"
A125210,아모그린텍,12,2021,Annual,35.30,6.84,14.52,63.23,171.94,"1,764,864","1,072,990",9.43,"61,522,968","54,162,512","43,938,786"
A125210,아모그린텍,12,2022,Annual,44.29,7.56,14.46,60.95,156.10,"8,835,374","1,939,585",4.82,"62,826,693","59,130,863","43,596,279"
A290550,디케이티,12,2011,Annual,,,,,,,,,,,
A290550,디케이티,12,2012,Annual,,,,,,,,,,,
A290550,디케이티,12,2013,Annual,,,,,,,,,,,
A290550,디케이티,12,2014,Annual,,,,,,,,,,,
A290550,디케이티,12,2015,Annual,0.68,0.30,5.03,89.28,832.92,"106,660",0,1.15,"18,092,562","21,169,776","17,824,574"
A290550,디케이티,12,2016,Annual,24.12,13.68,3.80,90.22,922.45,"2,403,930","356,574",13.54,"29,485,524","37,206,153","22,502,361"
A290550,디케이티,12,2017,Annual,17.09,7.25,2.18,83.55,507.85,"14,080,278","681,709",20.29,"65,660,725","62,146,518","51,081,085"
A290550,디케이티,12,2018,Annual,21.47,8.82,2.15,60.45,152.86,"8,680,459","770,831",31.51,"49,787,168","42,666,938","38,490,588"
A290550,디케이티,12,2019,Annual,18.90,5.03,1.97,49.06,96.33,"12,886,302","240,741",20.50,"85,268,078","55,735,165","62,579,473"
A290550,디케이티,12,2020,Annual,25.70,5.62,2.48,34.73,53.21,"14,471,535","154,315",24.14,"67,772,675","35,698,640","55,306,937"
A290550,디케이티,12,2021,Annual,11.81,2.82,2.34,61.66,160.82,"18,132,893","1,005,526",15.88,"168,940,307","71,229,815","150,224,677"
A290550,디케이티,12,2022,Annual,14.21,2.98,2.63,49.61,98.47,"21,185,243","2,784,108",14.54,"135,183,325","68,873,855","115,004,927"
A371950,풍원정밀,12,2011,Annual,,,,,,,,,,,
A371950,풍원정밀,12,2012,Annual,,,,,,,,,,,
A371950,풍원정밀,12,2013,Annual,49.14,0.46,12.99,70.02,233.54,"175,231",0,12.39,"6,259,262","7,512,535","4,030,847"
A371950,풍원정밀,12,2014,Annual,44.92,0.55,15.89,63.34,172.81,"787,043",0,6.80,"6,695,260","8,188,826","4,292,823"
A371950,풍원정밀,12,2015,Annual,47.90,0.50,9.17,64.49,181.61,"1,358,525",0,3.64,"8,009,349","9,406,880","5,643,728"
A371950,풍원정밀,12,2016,Annual,60.44,0.31,8.26,77.25,339.55,"1,883,750",0,4.04,"9,488,888","12,339,040","6,243,575"
A371950,풍원정밀,12,2017,Annual,51.00,0.26,7.99,61.55,160.05,"1,629,064","264,817",6.66,"15,420,497","12,668,709","10,105,074"
A371950,풍원정밀,12,2018,Annual,57.56,4.39,12.17,67.08,203.73,"-170,755","438,255",1.45,"12,471,883","15,806,190","4,338,269"
A371950,풍원정밀,12,2019,Annual,56.02,8.57,11.87,78.07,355.97,"450,245","648,391",6.86,"14,811,697","27,657,815","6,980,522"
A371950,풍원정밀,12,2020,Annual,54.67,10.50,14.86,57.06,132.87,"603,075","727,847",5.61,"14,334,110","21,553,469","5,125,348"
A371950,풍원정밀,12,2021,Annual,54.45,11.00,10.28,56.79,131.43,"3,062,482","938,862",6.62,"17,924,191","31,735,715","7,706,099"
A371950,풍원정밀,12,2022,Annual,47.06,15.41,10.46,26.32,35.73,"751,346","2,462,251",5.56,"33,965,939","23,435,364","19,240,832"
A100130,동국S&C,12,2011,Annual,28.42,0.10,27.79,26.81,36.64,"-22,393,911","188,286",6.69,"164,152,954","47,357,019","114,473,718"
A100130,동국S&C,12,2012,Annual,33.05,0.09,10.23,18.84,23.22,"2,694,064","126,927",5.45,"112,998,104","18,263,570","88,660,033"
A100130,동국S&C,12,2013,Annual,27.69,0.08,4.50,23.88,31.37,"9,229,669","197,245",7.29,"165,654,694","40,834,574","108,813,695"
A100130,동국S&C,12,2014,Annual,28.08,0.08,3.41,23.04,29.94,"12,561,533","55,792",8.36,"124,865,203","39,943,109","89,386,969"
A100130,동국S&C,12,2015,Annual,32.75,1.62,3.62,31.38,45.72,"15,208,005","42,857",1.46,"183,848,185","110,228,561","113,359,824"
A100130,동국S&C,12,2016,Annual,33.08,1.59,7.56,33.93,51.36,"25,597,158","1,921,597",4.15,"222,452,976","128,884,814","135,127,657"
A100130,동국S&C,12,2017,Annual,33.71,0.65,6.63,34.95,53.72,"11,250,185","2,111,035",9.73,"237,453,561","130,916,765","165,739,879"
A100130,동국S&C,12,2018,Annual,37.02,0.03,6.43,32.09,47.25,"-5,407,777","2,122,995",4.13,"197,137,006","106,729,768","123,568,749"
A100130,동국S&C,12,2019,Annual,34.88,0.05,7.75,31.11,45.15,"14,173,574","1,899,576",6.75,"227,335,933","112,781,939","146,661,224"
A100130,동국S&C,12,2020,Annual,33.99,0.04,7.01,30.76,44.43,"10,662,484","1,259,585",9.97,"227,131,106","112,957,201","173,678,426"
A100130,동국S&C,12,2021,Annual,29.11,0.06,9.40,34.95,53.72,"18,346,300","1,108,350",7.37,"283,437,495","151,080,755","154,326,578"
A100130,동국S&C,12,2022,Annual,30.56,0.06,8.56,44.33,79.63,"-11,395,530","4,100,913",2.84,"219,603,177","216,894,831","117,579,467"
A048550,SM C&C,12,2011,Annual,3.05,37.66,92.48,37.11,59.00,"1,227,100","390,993",8.70,"13,267,452","10,596,005","13,267,452"
A048550,SM C&C,12,2012,Annual,1.84,30.99,71.34,25.72,34.63,"-2,564,701","111,248",24.61,"26,529,030","10,927,627","26,529,030"
A048550,SM C&C,12,2013,Annual,1.61,27.31,23.91,38.59,62.83,"-175,411","126,795",18.03,"51,785,633","24,565,791","51,785,633"
A048550,SM C&C,12,2014,Annual,9.28,26.92,22.46,34.43,52.50,"-5,873,551","521,323",14.98,"42,986,843","22,715,261","42,986,843"
A048550,SM C&C,12,2015,Annual,8.28,23.07,19.28,37.23,59.30,"-3,941,154","243,444",20.79,"46,930,546","28,771,866","46,930,546"
A048550,SM C&C,12,2016,Annual,7.68,12.43,13.89,32.49,48.12,"3,485,505","198,570",24.58,"55,324,767","24,682,332","55,324,767"
A048550,SM C&C,12,2017,Annual,0.42,28.67,28.24,61.79,161.72,"-12,965,406","133,771",22.04,"207,015,626","178,098,491","207,015,626"
A048550,SM C&C,12,2018,Annual,0.36,25.66,25.59,64.23,179.56,"-2,077,682","639,609",28.51,"218,694,656","194,135,660","218,694,656"
A048550,SM C&C,12,2019,Annual,0.32,21.74,31.57,66.78,201.04,"4,811,418","1,239,277",30.19,"256,205,876","229,883,617","256,205,876"
A048550,SM C&C,12,2020,Annual,0.35,21.09,33.89,65.73,191.76,"-4,355,747","999,607",30.48,"225,264,787","196,309,348","225,264,787"
A048550,SM C&C,12,2021,Annual,1.22,15.71,31.19,69.09,223.57,"1,233,966","1,326,237",29.50,"240,119,047","207,903,492","239,825,123"
A048550,SM C&C,12,2022,Annual,1.04,14.29,30.05,68.03,212.79,"2,004,857","1,378,377",30.57,"250,660,529","213,177,980","250,022,313"
A072770,율호,12,2011,Annual,20.85,7.60,31.34,55.40,124.20,"2,142,238","1,490,902",32.63,"15,956,171","9,064,954","15,956,171"
A072770,율호,12,2012,Annual,22.37,11.42,19.38,47.24,89.55,"1,558,432","450,044",11.99,"12,438,165","5,723,940","12,438,165"
A072770,율호,12,2013,Annual,18.92,13.08,23.86,51.04,104.24,"1,073,110","218,338",20.01,"18,120,324","11,956,103","15,954,190"
A072770,율호,12,2014,Annual,16.32,12.58,11.15,49.04,96.23,"691,223","138,267",13.23,"18,101,675","11,601,764","17,101,675"
A072770,율호,12,2015,Annual,9.24,18.03,14.95,45.70,84.18,"-332,074","84,858",17.22,"16,350,622","9,790,917","15,591,122"
A072770,율호,12,2016,Annual,3.82,7.28,11.99,45.26,82.69,"1,118,715","62,971",23.04,"45,860,434","23,707,844","33,651,281"
A072770,율호,12,2017,Annual,4.34,7.25,18.89,51.10,104.48,"-6,863,757","250,219",20.22,"36,033,632","22,593,063","27,245,250"
A072770,율호,12,2018,Annual,4.25,4.34,8.51,41.62,71.28,"702,745","282,316",18.83,"33,057,445","16,048,132","22,663,428"
A072770,율호,12,2019,Annual,1.50,8.65,14.99,59.68,148.00,"1,588,602","289,202",7.26,"52,592,976","32,006,448","35,777,644"
A072770,율호,12,2020,Annual,3.85,7.69,21.00,54.60,120.25,"1,545,108","977,374",21.75,"46,711,263","28,638,162","34,196,121"
A072770,율호,12,2021,Annual,1.21,4.55,21.67,41.33,70.45,"2,478,953","1,136,272",22.65,"58,207,874","29,830,620","43,095,600"
A072770,율호,12,2022,Annual,0.81,3.27,18.93,53.08,113.13,"3,240,570","1,717,734",6.70,"90,172,829","54,726,566","72,064,573"
A029480,광무,12,2011,Annual,24.04,2.32,34.18,49.94,99.78,"-7,335,716","4,352,221",7.88,"37,450,466","33,411,989","26,323,479"
A029480,광무,12,2012,Annual,22.38,1.51,32.05,47.11,89.07,"-5,776,949","2,148,753",1.12,"23,778,931","20,318,859","16,172,114"
A029480,광무,12,2013,Annual,31.17,0.70,57.55,75.17,302.71,"-13,904,969","1,696,638",1.50,"14,314,055","21,611,943","9,208,954"
A029480,광무,12,2014,Annual,31.07,0.74,14.20,69.47,227.58,"1,422,352","1,269,418",6.16,"9,475,626","14,741,069","9,245,028"
A029480,광무,12,2015,Annual,38.37,0.72,26.15,63.35,172.88,"-620,363","797,006",5.46,"5,286,509","6,483,577","4,809,814"
A029480,광무,12,2016,Annual,27.69,0.45,12.80,72.32,261.22,"1,294,011","670,738",18.48,"11,893,960","13,291,212","11,179,787"
A029480,광무,12,2017,Annual,26.78,0.41,17.82,53.19,113.62,"199,525","623,290",3.36,"14,949,942","13,555,844","14,761,275"
A029480,광무,12,2018,Annual,29.63,0.41,28.78,62.26,164.99,"-1,335,245","418,814",7.81,"17,301,470","14,986,294","16,729,998"
A029480,광무,12,2019,Annual,6.23,2.33,26.46,63.82,176.39,"-2,620,989","28,232",27.22,"39,307,761","36,140,360","38,802,055"
A029480,광무,12,2020,Annual,5.37,3.07,24.96,37.29,59.46,"-3,493,927","1,782,325",20.67,"15,351,708","11,735,792","15,174,471"
A029480,광무,12,2021,Annual,2.83,0.24,21.63,51.02,104.17,"-724,748","1,416,528",73.53,"83,816,980","50,644,187","83,728,712"
A029480,광무,12,2022,Annual,1.69,0.34,6.45,41.09,69.76,"2,375,618","5,181,598",47.41,"115,584,267","54,993,556","115,011,831"
A382800,지앤비에스 에코,12,2011,Annual,,,,,,,,,,,
A382800,지앤비에스 에코,12,2012,Annual,12.65,0.34,17.66,38.03,61.38,"1,377,516",0,3.36,"11,509,396","4,012,926","4,760,062"
A382800,지앤비에스 에코,12,2013,Annual,33.31,3.75,18.23,52.74,111.60,"369,385",0,16.98,"11,159,241","5,470,235","6,484,281"
A382800,지앤비에스 에코,12,2014,Annual,48.02,6.51,26.47,52.01,108.40,"6,808",0,4.52,"7,406,572","5,290,751","5,067,772"
A382800,지앤비에스 에코,12,2015,Annual,50.23,4.99,40.09,63.19,171.70,"-1,170,947",0,4.50,"8,059,866","7,357,219","4,466,805"
A382800,지앤비에스 에코,12,2016,Annual,50.15,4.03,30.31,62.45,166.30,"259,094",0,4.24,"8,060,382","7,984,401","5,830,480"
A382800,지앤비에스 에코,12,2017,Annual,42.83,2.61,24.78,56.51,129.93,"1,085,289",0,4.11,"11,201,759","9,159,839","6,820,804"
A382800,지앤비에스 에코,12,2018,Annual,33.52,0.83,30.19,49.88,99.51,"685,335",0,2.96,"17,016,415","11,484,505","6,399,084"
A382800,지앤비에스 에코,12,2019,Annual,28.33,0.39,21.33,73.25,273.90,"3,670,521","1,096,912",20.64,"20,907,885","17,878,593","13,088,250"
A382800,지앤비에스 에코,12,2020,Annual,24.13,0.27,25.08,54.95,121.97,"7,309,380","681,444",22.99,"33,210,788","21,052,325","26,910,619"
A382800,지앤비에스 에코,12,2021,Annual,17.70,0.18,21.58,17.60,21.37,"10,619,904","209,078",39.72,"52,194,288","7,868,606","48,730,247"
A382800,지앤비에스 에코,12,2022,Annual,15.76,0.41,18.72,18.62,22.88,"14,711,923","119,353",10.56,"67,962,751","12,506,342","60,126,777"
A023600,삼보판지,12,2011,Annual,61.94,0.71,9.18,44.31,79.55,"12,860,489",0,2.26,"128,553,376","156,297,633","89,055,184"
A023600,삼보판지,12,2012,Annual,65.72,0.67,10.78,42.57,74.13,"23,583,538",0,2.21,"116,161,734","135,015,237","81,645,250"
A023600,삼보판지,12,2013,Annual,66.07,0.65,11.11,39.37,64.94,"17,348,713",0,1.78,"109,391,565","115,557,278","71,511,078"
A023600,삼보판지,12,2014,Annual,70.30,0.61,12.29,40.23,67.31,"20,191,750","3,778,251",2.03,"101,677,814","117,391,387","68,623,633"
A023600,삼보판지,12,2015,Annual,66.73,0.61,12.96,45.31,82.84,"12,342,486","2,849,086",1.66,"104,326,113","147,639,168","72,537,588"
A023600,삼보판지,12,2016,Annual,68.81,0.54,12.66,42.61,74.24,"16,592,711","2,796,277",2.42,"123,665,610","130,141,759","94,181,950"
A023600,삼보판지,12,2017,Annual,65.34,0.58,11.11,41.45,70.79,"7,662,437","2,992,555",2.37,"131,040,597","137,076,696","98,163,327"
A023600,삼보판지,12,2018,Annual,68.89,0.44,10.81,32.39,47.91,"55,141,538","2,803,487",4.24,"160,015,157","121,061,627","129,621,362"
A023600,삼보판지,12,2019,Annual,72.78,0.45,11.46,25.08,33.47,"45,664,519","2,064,840",3.28,"130,316,806","68,368,209","105,006,356"
A023600,삼보판지,12,2020,Annual,70.37,0.41,11.01,25.87,34.89,"46,862,272","1,073,358",3.11,"159,284,108","73,084,198","135,484,285"
A023600,삼보판지,12,2021,Annual,64.94,0.35,9.45,27.79,38.49,"70,234,765","975,848",4.67,"218,951,017","102,856,536","178,309,917"
A023600,삼보판지,12,2022,Annual,66.35,0.34,9.71,21.64,27.61,"67,586,885","1,653,652",4.08,"214,202,278","66,355,314","173,927,814"
A203650,드림시큐리티,12,2011,Annual,,,,,,,,,,,
A203650,드림시큐리티,12,2012,Annual,,,,,,,,,,,
A203650,드림시큐리티,12,2013,Annual,,,,,,,,,,,
A203650,드림시큐리티,12,2014,Annual,6.25,1.97,21.78,63.80,176.27,"261,178","88,107",40.88,"6,591,583","2,699,859","6,580,583"
A203650,드림시큐리티,12,2015,Annual,5.32,1.68,19.72,44.70,80.84,"2,129,572","67,891",5.30,"7,225,137","2,411,738","7,225,137"
A203650,드림시큐리티,12,2016,Annual,10.34,9.47,17.05,47.65,91.03,"3,554,859","74,371",17.02,"9,432,573","8,029,246","9,432,573"
A203650,드림시큐리티,12,2017,Annual,8.95,7.85,22.47,18.24,22.31,"1,083,567","158,010",18.52,"14,180,935","2,927,415","13,760,606"
A203650,드림시큐리티,12,2018,Annual,9.36,6.20,18.54,10.90,12.23,"3,145,381","25,671",23.24,"15,795,920","2,555,298","15,120,687"
A203650,드림시큐리티,12,2019,Annual,2.90,1.75,20.90,16.86,20.28,"1,771,025","62,181",4.01,"15,880,202","12,809,829","15,069,945"
A203650,드림시큐리티,12,2020,Annual,58.63,7.19,25.40,56.51,129.92,"13,050,945","5,254,037",11.85,"78,535,480","114,355,386","72,224,917"
A203650,드림시큐리티,12,2021,Annual,53.21,5.69,22.54,78.92,374.36,"17,672,824","6,700,929",15.22,"107,361,967","123,651,365","98,650,252"
A203650,드림시큐리티,12,2022,Annual,55.76,4.79,20.52,78.15,357.74,"25,249,946","11,570,995",7.76,"98,190,006","183,805,015","88,832,695"
A452400,이닉스,12,2011,Annual,21.12,0.00,5.68,30.00,42.86,"11,450,746",0,5.60,"27,251,239","11,132,436","18,656,444"
A452400,이닉스,12,2012,Annual,29.83,0.00,5.72,22.88,29.66,"9,398,016",0,8.66,"26,047,917","7,491,196","18,570,288"
A452400,이닉스,12,2013,Annual,29.11,0.00,6.81,16.61,19.91,"7,106,010",0,14.99,"27,322,004","5,263,615","20,354,209"
A452400,이닉스,12,2014,Annual,19.75,0.00,7.43,13.05,15.00,"7,191,736",0,8.49,"35,771,722","5,951,940","29,479,138"
A452400,이닉스,12,2015,Annual,18.37,0.00,7.43,8.74,9.57,"5,816,075",0,6.74,"36,607,369","3,957,753","26,855,207"
A452400,이닉스,12,2016,Annual,13.64,0.68,8.24,8.89,9.75,"5,172,892",0,11.77,"41,400,379","4,340,960","33,907,389"
A452400,이닉스,12,2017,Annual,18.38,0.52,11.89,6.74,7.23,"2,682,174",0,21.85,"38,302,334","3,148,419","29,610,341"
A452400,이닉스,12,2018,Annual,25.32,0.34,9.32,9.79,10.85,"4,842,696",0,9.33,"38,819,899","5,199,928","25,959,895"
A452400,이닉스,12,2019,Annual,23.11,0.33,7.58,8.06,8.77,"7,525,256",0,8.43,"43,469,780","4,697,220","33,222,465"
A452400,이닉스,12,2020,Annual,23.73,0.59,7.53,10.50,11.73,"4,858,177",0,9.52,"44,609,904","6,566,633","36,199,644"
A452400,이닉스,12,2021,Annual,21.25,0.24,7.20,13.06,15.03,"9,858,614",0,9.84,"52,441,048","8,833,305","39,421,561"
A452400,이닉스,12,2022,Annual,29.29,0.30,7.24,14.53,17.00,"9,373,780","60,553",12.51,"54,911,510","12,048,086","41,428,272"
A025950,동신건설,12,2011,Annual,1.20,0.91,11.62,24.69,32.78,"2,579,421","12,395",35.64,"67,551,560","17,805,150","59,311,385"
A025950,동신건설,12,2012,Annual,0.24,0.80,9.48,25.88,34.92,"1,284,819","12,409",32.96,"66,948,819","19,489,920","45,479,229"
A025950,동신건설,12,2013,Annual,0.25,0.72,5.08,17.90,21.80,"8,661,038","11,985",29.42,"60,888,099","12,681,051","60,548,730"
A025950,동신건설,12,2014,Annual,0.30,0.66,7.99,16.36,19.56,"1,631,308","10,635",41.73,"57,817,696","11,118,528","54,650,581"
A025950,동신건설,12,2015,Annual,0.24,0.57,5.62,20.11,25.17,"1,821,758","10,532",21.95,"65,374,477","16,248,372","60,203,684"
A025950,동신건설,12,2016,Annual,0.33,0.49,5.63,21.08,26.70,"4,388,936","9,062",38.84,"73,099,652","18,840,861","56,634,753"
A025950,동신건설,12,2017,Annual,0.30,0.45,10.27,13.30,15.34,"9,479,384","9,016",38.17,"74,400,952","11,441,347","47,794,152"
A025950,동신건설,12,2018,Annual,0.25,0.43,19.17,11.64,13.18,"1,281,488","8,950",43.37,"74,884,136","7,650,235","49,007,413"
A025950,동신건설,12,2019,Annual,0.25,0.38,17.19,14.48,16.93,"-446,363","8,883",45.78,"77,609,308","7,604,554","51,871,708"
A025950,동신건설,12,2020,Annual,0.23,0.32,8.34,23.44,30.62,"2,202,529","8,051",43.25,"60,333,356","11,949,275","60,081,784"
